Document, Similarity
102598,0.392232270276
102610,0.373699787464
102647,0.277350098113
101666,0.230573396652
102609,0.220112726581
100521,0.205195670417
102617,0.19245008973
102608,0.173421993905
102634,0.164398987305
102622,0.160816880226
