Document, Similarity
10064,0.22360679775
10083,0.17334381132
10063,0.171498585143
10089,0.135457092296
10052,0.132453235707
10013,0.129099444874
10066,0.113389341903
59913,0.0909781678593
10067,0.0811107105654
101639,0.0762492851663
