Document, Similarity
51060,0.56104693915
51144,0.274985970461
51120,0.23981604844
51164,0.23054198381
51135,0.216506350946
51158,0.210042012604
51184,0.201007563052
51171,0.19364916731
51130,0.177704663328
51161,0.172516389836
