Document, Similarity
59905,0.26579594989
60103,0.251474888752
60170,0.225417408667
60210,0.219826002557
59850,0.209887740081
60195,0.150755672289
59909,0.149537151139
60198,0.130744090092
59870,0.129474501117
60200,0.127515342613
