Document, Similarity
102656,0.111803398875
102660,0.105409255339
51207,0.0975900072949
10027,0.093250480824
51151,0.0926371675693
59849,0.0867926073205
60213,0.082729114971
102675,0.0778498944162
102626,0.0659380473396
51206,0.0659380473396
